"id";"choices";"label";"question";"init";"speech";"emotion";"edittext";"variable"
536;"537,538,539";"Okay, next question please!";"Can you guess which volacano this is?";0;"Can you guess which volacano this is? Is it Taal Volcano?, Pinah too bo?, or Mt. Mayon?";"HAPPY";0;""
537;"540";"Taal Volcano";"Nope, this is Mt. Pinatubo ";0;"Nope, this is Mt. Pinah too bo";"HAPPY";0;""
538;"540";"Mt. Pinatubo";"Yes! This is the infamous volcano that erupted in 1991!";0;"Yes! This is the infamous volcano that erupted in 1991!";"HAPPY";0;""
539;"540";"Mt. Mayon";"Nope, this is Mt. Pinatubo ";0;"Nope, this is Mt. Pinatubo ";"HAPPY";0;""
540;"541,542";"Okay Cate, next question please!";"Do you still remember what happened during the eruption of the volcano?";0;"Do you still remember what happened during the eruption of the volcano?";"HAPPY";0;""
541;"543";"Yes, I still remember.";"That must have been a scary time. Okay next picture!";0;"That must have been a scary time. Okay next picture!";"CONCERNED";0;""
542;"543";"No, I do not anymore.";"That must have been a scary time. Okay next picture!";0;"That must have been a scary time. Okay next picture!";"CONCERNED";0;""
543;"544,545,546";"Okay!";"Which bridge is this from Manila?";0;"Which bridge is this from Manila? Is it the Puente De Espana?, Santa Cruz Bridge?, or Jones Bridge?";"HAPPY";0;""
544;"547";"Puente de Espana";"Nope <Name>, it is the Jones Bridge!";0;"Nope <Name>, it is the Jones Bridge!";"HAPPY";0;"<Name>"
545;"547";"Sta. Cruz Bridge";"Nope <Name>, it is the Jones Bridge!";0;"Nope <Name>, it is the Jones Bridge!";"HAPPY";0;"<Name>"
546;"547";"Jones Bridge";"Bingo! You are correct <Name>!";0;"Bingo! You are correct <Name>!";"HAPPY";0;"<Name>"
547;"548,549,550";"Next picture Cate!";"Alright! Guess this church!";0;"Alright! Guess this church! Is it the Quiapo Church?, Santa Ana Church?, or San Sebastian Church?";"HAPPY";0;""
548;"551";"Quiapo church";"Yup you are correct right there! Beautiful Quiapo church!";0;"Yup you are correct right there! Beautiful Quiapo church!";"HAPPY";0;""
549;"551";"Sta. Ana church";"It is the beautiful Quiapo church!";0;"It is the beautiful Quiapo church!";"HAPPY";0;""
550;"551";"San Sebastian church";"It is the beautiful Quiapo church!";0;"It is the beautiful Quiapo church!";"HAPPY";0;""
551;"552,553,554";"Next Cate!";"Last picture, what university do you think this is?";0;"Last picture, what university do you think this is? Is it the University of Santo Tomas?, Ateneo De Manila University?, or University of The Philippines Diliman?";"HAPPY";0;""
552;"555";"University of Sto. Tomas";"You are indeed correct!";0;"You are indeed correct!";"HAPPY";0;""
553;"555";"Ateneo De Manila University";"This the University of Sto. Tomas in Manila!";0;"This the University of Sto. Tomas in Manila!";"HAPPY";0;""
554;"555";"University of the Philippines Diliman";"This the University of Sto. Tomas in Manila!";0;"This the University of Sto. Tomas in Manila!";"HAPPY";0;""
555;"396,556,557";"What do you think of the architecture of UST, Cate?";"For me I really like it <Name>, UST is so pretty.";0;"For me I really like it <Name>, UST is so pretty.";"HAPPY";0;"<Name>"
556;"129";"Well, I'm not a fan.";"Well that it's for guessing the landmarks! Thank you for playing with me!";0;"Well that it's for guessing the landmarks! Thank you for playing with me!";"HAPPY";0;""
557;"560";"It is okay.";"Well that it's for guessing the landmarks! Thank you for playing with me!";0;"Well that it's for guessing the landmarks! Thank you for playing with me!";"HAPPY";0;""
558;"129";"Thank you too Cate!";"You are welcome!";0;"You are welcome!";"HAPPY";0;""
559;"560";"Let's continue with the trivias Cate!";"Okay, <Name>, here comes the next question.";0;"Okay, <Name>, here comes the next question.";"HAPPY";0;"<Name>"
560;"561,562,563";"Give it to me Cate!";"How many Miss Universe pageant winners does the Philippines have?";0;"How many Miss Universe pageant winners does the Philippines have? 3, 4, or 5?";"HAPPY";0;""
561;"564";"3";"Nope we have 4: 1969, 1973, 2015, 2018";0;"Nope we have 4: 1969, 1973, 2015, 2018";"HAPPY";0;""
562;"564";"4";"Yes you are correct, we have 4: 1969, 1973, 2015, 2018";0;"Yes you are correct, we have 4: 1969, 1973, 2015, 2018";"HAPPY";0;""
563;"564";"5";"Nope we have 4: 1969, 1973, 2015, 2018";0;"Nope we have 4: 1969, 1973, 2015, 2018";"HAPPY";0;""
564;"565";"We have so much right Cate?";"Yeah, what an honor to have 4 Miss Universe winners!";0;"Yeah, what an honor to have 4 Miss Universe winners!";"HAPPY";0;""
565;"566,567,568";"Okay next question, Cate!";"Which bridge is the longest in Visayas?";0;"Which bridge is the longest in Visayas? Is it the San Juanico Bridge?, Marcelo Fernan Bridge?, or Mactan-Mandaue Bridge?";"HAPPY";0;""
566;"569";"San Juanico bridge";"Yes it is! It stands at 2,160 meters!";0;"Yes it is! It stands at 2,160 meters!";"HAPPY";0;""
567;"569";"Marcelo Fernan Bridge";"Nope it is the San Juanico bridge! It stands at 2,160 meters!";0;"Nope it is the San Juanico bridge! It stands at 2,160 meters!";"HAPPY";0;""
568;"569";"Mactan-Mandaue Bridge";"Nope it is the San Juanico bridge! It stands at 2,160 meters!";0;"Nope it is the San Juanico bridge! It stands at 2,160 meters!";"HAPPY";0;""
569;"570,178";"That is long, Cate!";"I know right? Ready for the next question?";0;"I know right? Ready for the next question?";"HAPPY";0;""
570;"571,572,573";"Yes! Let's go!";"Okay, How many presidents have Philippines undergone? (including Duterte)";0;"Okay, How many presidents have Philippines undergone? (including Duterte). 15, 16, or 17?";"HAPPY";0;""
571;"574";"15";"Nope, we have 16 including our current president!";0;"Nope, we have 16 including our current president!";"HAPPY";0;""
572;"574";"16";"Yes! We have 16 including our current president!";0;"Yes! We have 16 including our current president!";"HAPPY";0;""
573;"574";"17";"Nope, we have 16 including our current president!";0;"Nope, we have 16 including our current president!";"HAPPY";0;""
574;"575,576,577";"Okay, next question Cate!";"How many islands are there in the Philippines currently?";0;"How many islands are there in the Philippines currently? 7641?, 7107?, or 7290?";"HAPPY";0;""
575;"578";"7641";"You are correct! The number of islands have increased to 7641.";0;"You are correct! The number of islands have increased to 7641.";"HAPPY";0;""
576;"578";"7107";"Not quite! The number of islands have increased to 7641.";0;"Not quite! The number of islands have increased to 7641.";"HAPPY";0;""
577;"578";"7290";"Not quite! The number of islands have increased to 7641.";0;"Not quite! The number of islands have increased to 7641.";"HAPPY";0;""
578;"579";"That is a lot of islands!";"I know right? The island count is increasing!";0;"I know right? The island count is increasing!";"HAPPY";0;""
579;"580";"Yes, amazing!";"Last question <Name>!";0;"Last question <Name>!";"HAPPY";0;"<Name>"
580;"581,582,583";"Give it to me Cate!";"How many years did the Spaniards colonize the Philippines?";0;"How many years did the Spaniards colonize the Philippines? 333 years, 300 years, or 350 years?";"HAPPY";0;""
581;"584";"333";"Bingo! That is a lot of years!";0;"Bingo! That is a lot of years!";"HAPPY";0;""
582;"584";"300";"Nope, it is 333 years! That is a lot of years! ";0;"nope, it is 333 years! That is a lot of years! ";"HAPPY";0;""
583;"584";"350";"Nope, it is 333 years! That is a lot of years! ";0;"nope, it is 333 years! That is a lot of years! ";"HAPPY";0;""
584;"585";"Wow that is a very long time!";"Well that is it for the trivia game, <Name>! Thank you for playing!";0;"Well that is it for the trivia game, <Name>! Thank you for playing!";"HAPPY";0;"<Name>"
585;"129";"Thank you too Cate!";"You are welcome!";0;"You are welcome!";"HAPPY";0;""
586;"587,589";"I'm down for some trivia";"Okay, are you ready <Name>?";0;"Okay, are you ready <Name>?";"HAPPY";0;"<Name>"
587;"137";"I'm ready!";"Okay, let's start then";0;"Okay, let's start then";"HAPPY";0;""
589;"129";"Actually, nevermind the Trivia Game, Cate";"Oh, okay feel free to approach me when you feel like playing trivia later";0;"Oh, okay feel free to approach me when you feel like playing trivia later";"HAPPY";0;""
590;"304,307,310";"Let's go!";"How are you feeling today? The last time we talked you were feeling <emotion>";1;"How are you feeling today? The last time we talked you were feeling <emotion>";"HAPPY";0;""
591;"305,308,311";"Let's go!";"How are you feeling today? The last time we talked you were feeling <emotion>";1;"How are you feeling today? The last time we talked you were feeling <emotion>";"HAPPY";0;""
592;"600";"Give me a random one, Cate!";"Alright I got one!";0;"Alright I got one!";"HAPPY";0;""
593;"179,180";"Next";"Do you want to talk about food?";0;"Do you want to talk about food?";"HAPPY";0;""
594;"400,599";"Next";"Do you want to talk about TV?";0;"Do you want to talk about TV?";"HAPPY";0;""
595;"419,599";"Next";"Do you want to talk about pets?";0;"Do you want to talk about pets?";"HAPPY";0;""
596;"459,599";"Next";"Do you want to talk about reading?";0;"Do you want to talk about reading?";"HAPPY";0;""
597;"493,599";"Next";"Do you want to talk about social media?";0;"Do you want to talk about social media?";"HAPPY";0;""
598;"302,599";"Next";"Do you want to talk about how you're feeling right now?";0;"Do you want to talk about how you're feeling right now?";"HAPPY";0;""
599;"129";"No";"Okay, let's try something else.";0;"Okay, let's try something else.";"HAPPY";0;""
600;"999";"Okay, go ahead";"Text";0;"Text";"HAPPY";0;""
601;"75";"Done";"That plan sound interesting. I hope your plan goes well today!";0;"That plan sound interesting. I hope your plan goes well today!";"HAPPY";0;""
602;"179";"Food";"Okay, let's talk about food";0;"Okay, let's talk about food";"HAPPY";0;""
603;"604";"Family";"Okay, let's talk about your family";0;"Okay, let's talk about your family";"HAPPY";0;""
604;"605,606";"Yes";"Have you talked to your family recently?";0;"Have you talked to your family recently?";"HAPPY";0;""
605;"607";"Yes";"Great! What did you and your family talk about?";0;"Great! What did you and your family talk about?";"HAPPY";1;"<talkAbout>"
606;"613,618";"No";"Do you plan on talking to them later on?";0;"Do you plan on talking to them later on?";"HAPPY";0;""
607;"608";"Done";"That's nice! Keep talking to your family and show them how much you love them.";0;"That's nice! Keep talking to your family and show them how much you love them.";"HAPPY";0;""
608;"609,610";"Okay, thank you";"Did you talk to them in person or through the phone?";0;"Did you talk to them in person or through the phone?";"HAPPY";0;""
609;"611";"In person";"Where did you guys see each other?";0;"Where did you guys see each other?";"HAPPY";1;"<place>"
610;"129";"Through the phone";"Nice! Keep talking to them so that you may always feel happy";0;"Nice! Keep talking to them so that you may always feel happy";"HAPPY";0;""
611;"612";"Done";"That's awesome! It's better to meet up in person to show more love to your family";0;"That's awesome! It's better to meet up in person to show more love to your family";"HAPPY";0;""
612;"129";"Okay Cate, thank you";"No problem. Keep showing the love that you're giving to your family and you will always be happy";0;"No problem. Keep showing the love that you're giving to your family and you will always be happy";"HAPPY";0;""
613;"614";"Yes";"That's great to hear! Talking to loved ones will always feel nice";0;"That's great to hear! Talking to loved ones will always feel nice";"HAPPY";0;""
614;"615,616,617";"It does feel really nice";"Do you want to set a reminder for this? Or maybe even call them right now?";0;"Do you want to set a reminder for this? Or maybe even call them right now?";"HAPPY";0;""
615;"619";"Set a reminder";"Let's set the reminder.";0;"Let's set the reminder.";"HAPPY";0;""
616;"129";"Make a call";"Choose a number to call.";0;"Choose a number to call.";"HAPPY";0;""
617;"129";"Maybe later, Cate";"Sure thing. Just remember to contact them later.";0;"Sure thing. Just remember to contact them later.";"HAPPY";0;""
618;"129";"No";"I'm pretty sure you have a reason, but please contact them soon. It will make you happier, I promise!";0;"I'm pretty sure you have a reason, but please contact them soon. It will make you happier, I promise!";"HAPPY";0;""
619;"129";"Okay";"I have set the reminder.";0;"I have set the reminder.";"HAPPY";0;""
